Data As Of,Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,All Ages,1146774.0,12303399.0,1162844.0,22229.0,1760095.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,Under 1 year,519.0,73213.0,1056.0,64.0,1541.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,0-17 years,1696.0,130970.0,2961.0,509.0,4716.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,1-4 years,285.0,14299.0,692.0,177.0,1079.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,5-14 years,509.0,22008.0,818.0,219.0,1390.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,15-24 years,3021.0,133459.0,3175.0,206.0,5133.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,18-29 years,7030.0,231382.0,7038.0,329.0,11206.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,25-34 years,12401.0,278680.0,11706.0,464.0,18689.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,30-39 years,19886.0,348041.0,18395.0,644.0,29114.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,35-44 years,30108.0,416477.0,27301.0,797.0,42904.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,40-49 years,46260.0,511478.0,41105.0,1002.0,64168.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,45-54 years,71388.0,709522.0,64918.0,1452.0,99423.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,50-64 years,203071.0,2030691.0,202077.0,4345.0,298620.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,55-64 years,159712.0,1604904.0,161910.0,3450.0,237665.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,65-74 years,256806.0,2509095.0,272676.0,4676.0,394174.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,75-84 years,300162.0,3034906.0,317267.0,5348.0,470076.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,All Sexes,85 years and over,311863.0,3506836.0,301325.0,5376.0,488021.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,All Ages,629728.0,6469164.0,645490.0,10848.0,958520.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,Under 1 year,284.0,40371.0,586.0,40.0,854.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,0-17 years,910.0,76420.0,1601.0,282.0,2544.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,1-4 years,151.0,8102.0,341.0,109.0,563.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,5-14 years,261.0,12850.0,449.0,104.0,723.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,15-24 years,1797.0,97748.0,1917.0,104.0,3080.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,18-29 years,4301.0,168776.0,4276.0,172.0,6832.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,25-34 years,7607.0,196824.0,7129.0,235.0,11354.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,30-39 years,12263.0,237089.0,11180.0,323.0,17679.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,35-44 years,18602.0,273868.0,16415.0,415.0,25984.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,40-49 years,28930.0,326794.0,24772.0,552.0,39167.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,45-54 years,45411.0,445872.0,39447.0,828.0,61374.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,50-64 years,125592.0,1249590.0,120596.0,2387.0,180527.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,55-64 years,97883.0,983034.0,96141.0,1881.0,142817.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,65-74 years,152082.0,1450938.0,160476.0,2464.0,231668.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,75-84 years,168030.0,1576934.0,179597.0,2598.0,261698.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Male,85 years and over,137620.0,1382623.0,142992.0,2070.0,218405.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,All Ages,517046.0,5834235.0,517354.0,11381.0,801575.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,Under 1 year,235.0,32842.0,470.0,24.0,687.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,0-17 years,786.0,54550.0,1360.0,227.0,2172.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,1-4 years,134.0,6197.0,351.0,68.0,516.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,5-14 years,248.0,9158.0,369.0,115.0,667.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,15-24 years,1224.0,35711.0,1258.0,102.0,2053.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,18-29 years,2729.0,62606.0,2762.0,157.0,4374.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,25-34 years,4794.0,81856.0,4577.0,229.0,7335.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,30-39 years,7623.0,110952.0,7215.0,321.0,11435.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,35-44 years,11506.0,142609.0,10886.0,382.0,16920.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,40-49 years,17330.0,184684.0,16333.0,450.0,25001.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,45-54 years,25977.0,263650.0,25471.0,624.0,38049.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,50-64 years,77479.0,781101.0,81481.0,1958.0,118093.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,55-64 years,61829.0,621870.0,65769.0,1569.0,94848.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,65-74 years,104724.0,1058157.0,112200.0,2212.0,162506.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,75-84 years,132132.0,1457972.0,137670.0,2750.0,208378.0
09/27/2023,01/01/2020,09/23/2023,By Total,United States,Female,85 years and over,174243.0,2124213.0,158333.0,3306.0,269616.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,All Ages,21520.0,231602.0,17619.0,356.0,32038.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,30-39 years,416.0,6827.0,319.0,13.0,599.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,35-44 years,670.0,8639.0,468.0,16.0,921.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,40-49 years,1053.0,11224.0,748.0,14.0,1455.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,45-54 years,1628.0,15413.0,1114.0,23.0,2206.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,50-64 years,4563.0,43324.0,3440.0,93.0,6488.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,55-64 years,3568.0,34215.0,2780.0,76.0,5163.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,65-74 years,5481.0,51862.0,4585.0,82.0,8196.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,75-84 years,5630.0,58463.0,4914.0,84.0,8588.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,All Sexes,85 years and over,4216.0,52662.0,3446.0,58.0,6431.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Male,All Ages,11570.0,121096.0,9582.0,194.0,17279.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Male,45-54 years,915.0,9276.0,644.0,14.0,1249.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Male,50-64 years,2577.0,25931.0,1894.0,53.0,3641.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Male,55-64 years,2012.0,20475.0,1517.0,43.0,2889.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Male,65-74 years,3158.0,29680.0,2689.0,42.0,4752.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Male,75-84 years,3099.0,29480.0,2714.0,46.0,4726.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Male,85 years and over,1823.0,19636.0,1576.0,30.0,2838.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Female,All Ages,9950.0,110506.0,8037.0,162.0,14759.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Female,50-64 years,1986.0,17393.0,1546.0,40.0,2847.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Female,55-64 years,1556.0,13740.0,1263.0,33.0,2274.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Female,65-74 years,2323.0,22182.0,1896.0,40.0,3444.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Female,75-84 years,2531.0,28983.0,2200.0,38.0,3862.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alabama,Female,85 years and over,2393.0,33026.0,1870.0,28.0,3593.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,All Sexes,All Ages,1492.0,20039.0,1486.0,48.0,2211.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,All Sexes,65-74 years,389.0,4514.0,385.0,14.0,550.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,All Sexes,85 years and over,249.0,3514.0,236.0,10.0,385.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,Male,All Ages,881.0,11631.0,870.0,26.0,1292.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,Female,All Ages,611.0,8408.0,616.0,22.0,919.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,Female,5-14 years,0.0,22.0,0.0,0.0,0.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,Female,25-34 years,14.0,353.0,20.0,0.0,26.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,Female,30-39 years,20.0,431.0,22.0,0.0,34.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,Female,55-64 years,76.0,1142.0,82.0,0.0,121.0
09/27/2023,01/01/2020,09/23/2023,By Total,Alaska,Female,65-74 years,152.0,1791.0,154.0,10.0,219.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,All Ages,30307.0,284393.0,30328.0,377.0,43554.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,0-17 years,48.0,3178.0,94.0,15.0,140.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,25-34 years,482.0,8054.0,429.0,10.0,674.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,30-39 years,741.0,9744.0,687.0,16.0,1038.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,35-44 years,1000.0,10839.0,900.0,25.0,1361.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,40-49 years,1484.0,12615.0,1328.0,30.0,1958.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,45-54 years,2229.0,16820.0,2017.0,35.0,2932.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,50-64 years,5898.0,45366.0,5756.0,85.0,8159.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,55-64 years,4583.0,35482.0,4569.0,62.0,6418.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,65-74 years,7300.0,58762.0,7464.0,82.0,10360.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,75-84 years,8223.0,74120.0,8457.0,77.0,12013.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,All Sexes,85 years and over,6334.0,73829.0,6294.0,68.0,9499.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,All Ages,17806.0,156794.0,17661.0,194.0,25220.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,0-17 years,27.0,1861.0,47.0,10.0,78.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,35-44 years,624.0,7436.0,560.0,13.0,841.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,40-49 years,935.0,8359.0,820.0,14.0,1218.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,45-54 years,1446.0,10788.0,1273.0,17.0,1863.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,50-64 years,3693.0,28277.0,3482.0,52.0,5010.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,55-64 years,2827.0,22005.0,2720.0,39.0,3889.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,65-74 years,4378.0,34435.0,4426.0,44.0,6145.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,75-84 years,4915.0,40197.0,5004.0,32.0,7051.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Male,85 years and over,3231.0,31735.0,3312.0,31.0,4840.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,All Ages,12501.0,127599.0,12667.0,183.0,18334.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,35-44 years,376.0,3403.0,340.0,12.0,520.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,40-49 years,549.0,4256.0,508.0,16.0,740.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,45-54 years,783.0,6032.0,744.0,18.0,1069.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,50-64 years,2205.0,17089.0,2274.0,33.0,3149.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,55-64 years,1756.0,13477.0,1849.0,23.0,2529.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,65-74 years,2922.0,24327.0,3038.0,38.0,4215.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,75-84 years,3308.0,33923.0,3453.0,45.0,4962.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arizona,Female,85 years and over,3103.0,42094.0,2982.0,37.0,4659.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,All Ages,12663.0,140174.0,13453.0,287.0,20323.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,35-44 years,365.0,4888.0,326.0,14.0,549.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,40-49 years,554.0,6363.0,525.0,17.0,822.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,45-54 years,789.0,8832.0,782.0,21.0,1188.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,50-64 years,2309.0,25410.0,2451.0,77.0,3606.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,55-64 years,1846.0,20169.0,1976.0,63.0,2886.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,65-74 years,2980.0,31094.0,3288.0,68.0,4766.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,75-84 years,3498.0,36050.0,3816.0,56.0,5716.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,All Sexes,85 years and over,2972.0,33255.0,3034.0,55.0,4863.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Male,All Ages,6763.0,73778.0,7375.0,134.0,10865.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Male,50-64 years,1370.0,15292.0,1412.0,38.0,2104.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Male,55-64 years,1071.0,12095.0,1150.0,33.0,1680.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Male,65-74 years,1693.0,17862.0,1878.0,34.0,2704.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Male,75-84 years,1929.0,18549.0,2151.0,31.0,3141.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Male,85 years and over,1264.0,12976.0,1474.0,15.0,2162.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Female,All Ages,5900.0,66396.0,6078.0,153.0,9458.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Female,45-54 years,306.0,3502.0,355.0,12.0,511.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Female,50-64 years,939.0,10118.0,1039.0,39.0,1502.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Female,55-64 years,775.0,8074.0,826.0,30.0,1206.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Female,65-74 years,1287.0,13232.0,1410.0,34.0,2062.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Female,75-84 years,1569.0,17501.0,1665.0,25.0,2575.0
09/27/2023,01/01/2020,09/23/2023,By Total,Arkansas,Female,85 years and over,1708.0,20279.0,1560.0,40.0,2701.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,All Ages,109248.0,1178346.0,125177.0,1753.0,173938.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,0-17 years,156.0,11428.0,267.0,40.0,420.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,1-4 years,28.0,1209.0,68.0,16.0,106.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,5-14 years,40.0,1971.0,76.0,15.0,120.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,15-24 years,339.0,13508.0,348.0,20.0,552.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,18-29 years,824.0,24470.0,844.0,39.0,1318.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,25-34 years,1521.0,29693.0,1449.0,60.0,2299.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,30-39 years,2374.0,35700.0,2241.0,73.0,3481.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,35-44 years,3518.0,41530.0,3286.0,82.0,5003.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,40-49 years,5421.0,50786.0,5021.0,95.0,7485.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,45-54 years,8134.0,69841.0,7656.0,133.0,11229.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,50-64 years,21951.0,190777.0,22517.0,357.0,31545.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,55-64 years,17104.0,149144.0,17919.0,275.0,24823.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,65-74 years,23974.0,224162.0,27923.0,323.0,37594.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,75-84 years,26050.0,275154.0,32149.0,391.0,43300.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,All Sexes,85 years and over,28498.0,365869.0,34215.0,435.0,48795.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,All Ages,63744.0,634847.0,71866.0,889.0,99287.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,0-17 years,85.0,6577.0,137.0,24.0,220.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,1-4 years,13.0,676.0,37.0,11.0,56.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,18-29 years,556.0,18476.0,557.0,17.0,873.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,25-34 years,1028.0,22081.0,956.0,33.0,1529.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,30-39 years,1633.0,25812.0,1511.0,40.0,2350.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,35-44 years,2397.0,28917.0,2160.0,43.0,3328.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,40-49 years,3695.0,33902.0,3262.0,51.0,4946.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,45-54 years,5650.0,45694.0,5062.0,74.0,7531.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,50-64 years,14733.0,122263.0,14457.0,213.0,20549.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,55-64 years,11343.0,95083.0,11398.0,167.0,16018.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,65-74 years,14985.0,132862.0,17035.0,191.0,23058.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,75-84 years,14897.0,145083.0,18340.0,187.0,24508.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Male,85 years and over,13160.0,149872.0,16567.0,166.0,22783.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,All Ages,45504.0,543499.0,53311.0,864.0,74651.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,0-17 years,71.0,4851.0,130.0,16.0,200.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,15-24 years,115.0,3472.0,122.0,13.0,202.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,18-29 years,268.0,5994.0,287.0,22.0,445.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,25-34 years,493.0,7612.0,493.0,27.0,770.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,30-39 years,741.0,9888.0,730.0,33.0,1131.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,35-44 years,1121.0,12613.0,1126.0,39.0,1675.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,40-49 years,1726.0,16884.0,1759.0,44.0,2539.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,45-54 years,2484.0,24147.0,2594.0,59.0,3698.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,50-64 years,7218.0,68514.0,8060.0,144.0,10996.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,55-64 years,5761.0,54061.0,6521.0,108.0,8805.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,65-74 years,8989.0,91300.0,10888.0,132.0,14536.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,75-84 years,11153.0,130071.0,13809.0,204.0,18792.0
09/27/2023,01/01/2020,09/23/2023,By Total,California,Female,85 years and over,15338.0,215997.0,17648.0,269.0,26012.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,All Ages,15378.0,176094.0,15215.0,394.0,23118.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,18-29 years,107.0,4653.0,110.0,10.0,185.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,30-39 years,267.0,6638.0,292.0,13.0,447.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,35-44 years,388.0,7390.0,401.0,15.0,622.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,40-49 years,623.0,8339.0,598.0,17.0,917.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,45-54 years,946.0,10650.0,886.0,29.0,1343.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,50-64 years,2582.0,28027.0,2587.0,87.0,3843.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,55-64 years,2033.0,21839.0,2066.0,69.0,3055.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,65-74 years,3361.0,34823.0,3607.0,78.0,5118.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,75-84 years,4008.0,41652.0,4141.0,71.0,6072.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,All Sexes,85 years and over,4399.0,49714.0,3824.0,110.0,6448.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,All Ages,8723.0,94680.0,8801.0,177.0,12962.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,35-44 years,265.0,5005.0,243.0,10.0,398.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,40-49 years,414.0,5437.0,362.0,10.0,583.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,45-54 years,630.0,6870.0,563.0,16.0,869.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,50-64 years,1707.0,17580.0,1635.0,47.0,2457.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,55-64 years,1341.0,13593.0,1301.0,37.0,1947.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,65-74 years,2032.0,20337.0,2195.0,34.0,3063.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,75-84 years,2303.0,21858.0,2430.0,26.0,3450.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Male,85 years and over,1990.0,19994.0,1881.0,40.0,2938.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Female,All Ages,6655.0,81414.0,6414.0,217.0,10156.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Female,45-54 years,316.0,3780.0,323.0,13.0,474.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Female,50-64 years,875.0,10447.0,952.0,40.0,1386.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Female,55-64 years,692.0,8246.0,765.0,32.0,1108.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Female,65-74 years,1329.0,14486.0,1412.0,44.0,2055.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Female,75-84 years,1705.0,19794.0,1711.0,45.0,2622.0
09/27/2023,01/01/2020,09/23/2023,By Total,Colorado,Female,85 years and over,2409.0,29720.0,1943.0,70.0,3510.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,All Sexes,All Ages,12571.0,130502.0,10461.0,216.0,19153.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,All Sexes,45-54 years,451.0,6241.0,336.0,15.0,646.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,All Sexes,50-64 years,1598.0,18812.0,1345.0,33.0,2374.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,All Sexes,55-64 years,1304.0,14897.0,1111.0,24.0,1948.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,All Sexes,65-74 years,2226.0,22331.0,2026.0,39.0,3465.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,All Sexes,75-84 years,3244.0,31320.0,2837.0,58.0,5043.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,All Sexes,85 years and over,5062.0,47875.0,3940.0,69.0,7624.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Male,All Ages,6410.0,65942.0,5628.0,94.0,9897.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Male,30-39 years,81.0,2224.0,40.0,0.0,103.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Male,50-64 years,1016.0,11809.0,804.0,14.0,1461.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Male,55-64 years,817.0,9280.0,652.0,11.0,1183.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Male,65-74 years,1326.0,12834.0,1201.0,22.0,2053.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Male,75-84 years,1735.0,15999.0,1571.0,26.0,2732.0
09/27/2023,01/01/2020,09/23/2023,By Total,Connecticut,Male,85 years and over,2052.0,18393.0,1862.0,24.0,3254.0
