Data As Of,Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
09/27/2023,01/01/2020,09/23/2023,By Total,Washington,Female,45-54 years,302.0,4950.0,407.0,14.0,533.0
09/27/2023,01/01/2020,09/23/2023,By Total,Washington,Female,50-64 years,885.0,14840.0,1337.0,50.0,1693.0
09/27/2023,01/01/2020,09/23/2023,By Total,Washington,Female,55-64 years,709.0,11787.0,1081.0,42.0,1360.0
09/27/2023,01/01/2020,09/23/2023,By Total,Washington,Female,65-74 years,1335.0,21126.0,1858.0,41.0,2385.0
09/27/2023,01/01/2020,09/23/2023,By Total,Washington,Female,75-84 years,1705.0,28861.0,2276.0,75.0,3070.0
09/27/2023,01/01/2020,09/23/2023,By Total,Washington,Female,85 years and over,2376.0,42873.0,2662.0,60.0,4056.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,All Ages,8339.0,98692.0,10709.0,203.0,14957.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,15-24 years,13.0,739.0,21.0,0.0,26.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,25-34 years,50.0,2224.0,59.0,10.0,102.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,30-39 years,91.0,2986.0,109.0,11.0,176.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,40-49 years,313.0,4849.0,399.0,10.0,551.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,45-54 years,517.0,6480.0,646.0,15.0,868.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,50-64 years,1441.0,17772.0,1886.0,39.0,2547.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,55-64 years,1117.0,13969.0,1502.0,29.0,2023.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,65-74 years,2105.0,22469.0,2850.0,45.0,3806.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,75-84 years,2372.0,25073.0,3105.0,54.0,4295.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,All Sexes,85 years and over,1985.0,23281.0,2305.0,38.0,3505.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Male,All Ages,4403.0,52396.0,5838.0,91.0,7948.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Male,1-4 years,0.0,44.0,0.0,0.0,0.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Male,50-64 years,831.0,10728.0,1044.0,18.0,1429.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Male,55-64 years,630.0,8342.0,827.0,13.0,1121.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Male,65-74 years,1175.0,12924.0,1633.0,23.0,2152.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Male,75-84 years,1294.0,13058.0,1718.0,26.0,2346.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Male,85 years and over,856.0,9042.0,1117.0,11.0,1565.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Female,All Ages,3936.0,46296.0,4871.0,112.0,7009.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Female,50-64 years,610.0,7044.0,842.0,21.0,1118.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Female,55-64 years,487.0,5627.0,675.0,16.0,902.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Female,65-74 years,930.0,9545.0,1217.0,22.0,1654.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Female,75-84 years,1078.0,12015.0,1387.0,28.0,1949.0
09/27/2023,01/01/2020,09/23/2023,By Total,West Virginia,Female,85 years and over,1129.0,14239.0,1188.0,27.0,1940.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,All Ages,17064.0,223540.0,14520.0,424.0,25953.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,0-17 years,22.0,2201.0,50.0,12.0,76.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,30-39 years,219.0,5397.0,177.0,11.0,327.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,35-44 years,336.0,6256.0,244.0,18.0,488.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,40-49 years,500.0,7317.0,348.0,19.0,700.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,45-54 years,797.0,10484.0,590.0,25.0,1117.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,50-64 years,2419.0,32856.0,2072.0,64.0,3654.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,55-64 years,1918.0,26361.0,1684.0,49.0,2944.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,65-74 years,3516.0,43356.0,3146.0,92.0,5350.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,75-84 years,4634.0,55349.0,4155.0,102.0,7130.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,All Sexes,85 years and over,5670.0,73651.0,4499.0,118.0,8582.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Male,All Ages,9322.0,116580.0,8093.0,194.0,14019.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Male,40-49 years,316.0,4693.0,201.0,10.0,426.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Male,45-54 years,505.0,6617.0,347.0,16.0,685.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Male,50-64 years,1503.0,20256.0,1215.0,38.0,2207.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Male,55-64 years,1192.0,16195.0,985.0,28.0,1780.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Male,65-74 years,2139.0,25733.0,1885.0,49.0,3197.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Male,75-84 years,2611.0,29319.0,2416.0,45.0,3976.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Male,85 years and over,2567.0,29141.0,2196.0,39.0,3905.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Female,All Ages,7742.0,106960.0,6427.0,230.0,11934.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Female,35-44 years,141.0,2143.0,98.0,12.0,212.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Female,50-64 years,916.0,12600.0,857.0,26.0,1447.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Female,55-64 years,726.0,10166.0,699.0,21.0,1164.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Female,65-74 years,1377.0,17623.0,1261.0,43.0,2153.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Female,75-84 years,2023.0,26030.0,1739.0,57.0,3154.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wisconsin,Female,85 years and over,3103.0,44510.0,2303.0,79.0,4677.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,All Sexes,All Ages,1855.0,20597.0,1859.0,34.0,2777.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,All Sexes,Under 1 year,0.0,65.0,0.0,0.0,0.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,All Sexes,35-44 years,36.0,723.0,40.0,0.0,56.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,All Sexes,40-49 years,59.0,864.0,73.0,0.0,97.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,All Sexes,65-74 years,433.0,4436.0,426.0,10.0,605.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Male,All Ages,1006.0,11163.0,1016.0,18.0,1485.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Male,Under 1 year,0.0,33.0,0.0,0.0,0.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Male,35-44 years,22.0,518.0,25.0,0.0,35.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Male,40-49 years,34.0,581.0,45.0,0.0,58.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Male,45-54 years,50.0,688.0,50.0,0.0,69.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Male,50-64 years,194.0,2058.0,170.0,0.0,248.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Male,55-64 years,166.0,1678.0,149.0,0.0,217.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Female,All Ages,849.0,9434.0,843.0,16.0,1292.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Female,Under 1 year,0.0,32.0,0.0,0.0,0.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Female,5-14 years,0.0,13.0,0.0,0.0,0.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Female,35-44 years,14.0,205.0,15.0,0.0,21.0
09/27/2023,01/01/2020,09/23/2023,By Total,Wyoming,Female,40-49 years,25.0,283.0,28.0,0.0,39.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,All Sexes,All Ages,6407.0,125067.0,17492.0,300.0,19732.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,All Sexes,45-54 years,445.0,6439.0,801.0,19.0,955.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,All Sexes,50-64 years,1086.0,17033.0,2276.0,54.0,2645.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,All Sexes,55-64 years,797.0,13218.0,1779.0,41.0,2047.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,All Sexes,65-74 years,1279.0,23235.0,3329.0,42.0,3730.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,All Sexes,75-84 years,1752.0,35028.0,5369.0,93.0,5983.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,All Sexes,85 years and over,1820.0,39164.0,5691.0,90.0,6345.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Male,All Ages,3530.0,67725.0,9391.0,134.0,10609.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Male,45-54 years,286.0,4420.0,507.0,12.0,610.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Male,50-64 years,656.0,11081.0,1408.0,37.0,1655.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Male,55-64 years,471.0,8473.0,1086.0,27.0,1262.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Male,65-74 years,750.0,13900.0,1975.0,21.0,2218.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Male,75-84 years,973.0,18625.0,2915.0,39.0,3240.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Male,85 years and over,833.0,16218.0,2550.0,25.0,2818.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Female,All Ages,2877.0,57342.0,8101.0,166.0,9123.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Female,18-29 years,17.0,386.0,32.0,0.0,42.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Female,50-64 years,430.0,5952.0,868.0,17.0,990.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Female,55-64 years,326.0,4745.0,693.0,14.0,785.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Female,65-74 years,529.0,9335.0,1354.0,21.0,1512.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Female,75-84 years,779.0,16403.0,2454.0,54.0,2743.0
09/27/2023,01/01/2020,09/23/2023,By Total,Puerto Rico,Female,85 years and over,987.0,22946.0,3141.0,65.0,3527.0
